000000008881.jpg,a herd of sheep grazing on a lush green field .,0.014841688059634466
000000008881.jpg,a herd of sheep grazing on a lush green hillside .,0.005972030198938252
000000008881.jpg,a herd of sheep standing on top of a lush green field .,0.004027441585976984
000000008881.jpg,a herd of sheep grazing in a field .,0.0017346077195757518
000000009075.jpg,a herd of sheep grazing on a lush green field .,0.009779365074899286
000000009075.jpg,a herd of sheep grazing on a lush green hillside .,0.008711265707585247
000000009075.jpg,a herd of sheep standing on top of a lush green field .,0.005904552228047915
000000009075.jpg,a herd of sheep standing on top of a grass covered field .,0.0023103625589167105
000000009640.jpg,a flock of birds standing on top of a lush green field .,0.0009246185135944283
000000009640.jpg,a flock of birds sitting on top of a lush green field .,0.0007884727697216713
000000009640.jpg,a flock of birds standing on top of a grass covered field .,0.0006090945564635822
000000009640.jpg,a flock of birds sitting on top of a grass covered field .,0.000493896775555155
000000009709.jpg,a zebra standing on top of a lush green field .,0.008519353703924273
000000009709.jpg,a zebra standing on top of a grass covered field .,0.005610245435953433
000000009709.jpg,a zebra standing on top of a dry grass field .,0.003173542216953969
000000009709.jpg,a zebra is standing in a grassy field .,0.0025177093870541087
000000010276.jpg,a couple of dogs that are standing in the grass .,0.0006348980702456818
000000010276.jpg,a couple of dogs that are in the grass .,0.00012938210719712175
000000010276.jpg,a couple of dogs that are standing in the dirt .,7.750889227201854e-05
000000010276.jpg,a couple of dogs that are running around,6.753207056481306e-05
000000011926.jpg,a herd of zebra standing on top of a lush green field .,0.005265601830050998
000000011926.jpg,a herd of zebra standing on top of a grass covered field .,0.003599086434797085
000000011926.jpg,a herd of zebra walking across a lush green field .,0.0024274270192038553
000000011926.jpg,a herd of zebra standing next to each other on a field .,0.0017457540654197189
000000012021.jpg,a herd of cattle grazing on a lush green field .,0.004250735307874178
000000012021.jpg,a herd of cattle grazing on a lush green hillside .,0.0025403154974630374
000000012021.jpg,a herd of cattle standing on top of a lush green field .,0.001823210779357892
000000012021.jpg,a group of cows grazing in a field .,0.0008970451850467172
000000012475.jpg,a couple of cows are standing in a field,0.00388121778414102
000000012475.jpg,a herd of cattle grazing on a lush green field .,0.002999426732327526
000000012475.jpg,a couple of cows standing in a field .,0.0013632742187741818
000000012475.jpg,a couple of cows standing on top of a grass covered field .,0.0011227947248970626
000000013325.jpg,a red fire hydrant sitting in the middle of a field .,0.0004817913892002225
000000013325.jpg,a red fire hydrant sitting in the middle of a park .,0.00032022611741876634
000000013325.jpg,a red fire hydrant sitting in the middle of a lush green field .,0.0002618417459527239
000000013325.jpg,a red and white fire hydrant sitting in the middle of a field .,8.270050633272673e-05
000000013356.jpg,a herd of cattle grazing on a lush green field .,0.004552559517806654
